RespondentID,U_Death,U_2,U_4,U_6,U_8,U_10
158,0.0,0.05421327848312103,0.18509571065778138,0.5010738534902232,0.6472059384916639,1.0
159,0.0,0.7766145916009053,0.9045351841008057,0.9256057101538815,0.9764744599175528,1.0
160,0.0,0.9543754408249885,0.985540983167498,0.9999542765740825,1.0,1.0
161,0.0,0.15888925731161324,0.5424818572286985,0.719883958255453,0.8019280473632969,1.0
162,0.0,0.8544993419034124,0.9952487732033485,0.9998450066909478,0.9999950986812132,1.0
163,0.0,0.320561826754953,0.4688137523332761,0.8267255617123905,0.9922509315445163,1.0
164,0.0,0.23031108355452526,0.33682426999543347,0.5939698492726482,0.7128933270544935,1.0
165,0.0,0.13671934124252338,0.4667890291089387,0.6194381055650644,0.9879655762291705,1.0
166,0.0,0.8892686787930703,0.9183081316931112,0.9884155727282848,0.9999633668244328,1.0
167,0.0,0.8344580164182551,0.9719063273706325,0.9945462179486533,0.9982753626855598,1.0
168,0.0,0.3371090191457688,0.3926361569726455,0.5266905261940513,0.8503264024637398,1.0
169,0.0,0.07584521117157941,0.25895174862305786,0.7010100346975944,0.9054510712109684,1.0
170,0.0,0.5460498999518754,0.6359928748737925,0.8531344247704684,0.9535570272403875,1.0
171,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
172,0.0,0.9452042816359019,0.9760703358128419,0.9903451233415336,0.9969468599231252,1.0
173,0.0,0.09651758298615437,0.32953164083879904,0.8920773395302429,0.9847374309876283,1.0
174,0.0,0.5351051324196008,0.6232453326284957,0.6640079977720792,0.7624177768001916,1.0
175,0.0,0.9966651895379743,0.9998269198707166,0.9999301675407063,0.9999779170374022,1.0
176,0.0,0.17487150179919256,0.25574525128128967,0.4509917541209327,0.9223585092823159,1.0
177,0.0,0.21075137643145533,0.7195502077010725,0.954857097580329,0.9936158295153216,1.0
178,0.0,0.3604971736790585,0.6521455136095539,0.7870256658226532,0.8494044040845081,1.0
179,0.0,0.9539686285202892,0.9851208862312322,0.9995280358239064,0.9999985075182294,1.0
180,0.0,0.042064163729018215,0.14361603829349645,0.3887839511514712,0.9806716514318992,1.0
181,0.0,0.5787433509157491,0.8463978531921504,0.9701814482442119,0.9905705459924096,1.0
182,0.0,0.11802424967908666,0.40295999394324616,0.5347357364914864,0.8528705213432333,1.0
183,0.0,0.6444920570837486,0.942553711678821,0.9916491367064466,0.9997359225156369,1.0
184,0.0,0.9555411009897167,0.98674470846851,0.9918844315692481,0.9942614265294318,1.0
185,0.0,0.951787129449869,0.9828681493661864,0.9972423532387349,0.9996100098549985,1.0
186,0.0,0.5581704404779388,0.816310479918791,0.9356938709587516,0.9909057400166151,1.0
187,0.0,0.7737449608866478,0.9011928802418587,0.9601343944159848,0.9873933886052584,1.0
188,0.0,0.49650502168106847,0.7261263283371272,0.8323205100030369,0.8814326955572456,1.0
189,0.0,0.5720479781589942,0.8366060359407356,0.9589576019098998,0.9941957283988664,1.0
190,0.0,0.11802424967908666,0.40295999394324616,0.5347357364914864,0.8528705213432333,1.0
191,0.0,0.21075137643145533,0.7195502077010725,0.954857097580329,0.9936158295153216,1.0
192,0.0,0.05421327848312103,0.18509571065778138,0.5010738534902232,0.6472059384916639,1.0
193,0.0,0.08076151050507567,0.2757370444841666,0.7464496229474243,0.9641425618027436,1.0
194,0.0,0.1891828381032088,0.6459106116202091,0.8571359236744597,0.9548224122995154,1.0
195,0.0,0.9478939853389691,0.9788478729523755,0.9931632812755582,0.9997838039710885,1.0
196,0.0,0.9996734011586854,0.9999896256440429,0.9999999520912318,0.9999999848499173,1.0
197,0.0,0.9715146882545982,0.9745966334161253,0.9820371072235745,1.0,1.0
198,0.0,0.9996837619103672,0.9999999896731185,0.9999999996734346,0.9999999999999991,1.0
199,0.0,0.9999667638825341,0.9999983866081159,0.999999419261882,0.9999995893561386,1.0
200,0.0,0.23031108355452526,0.33682426999543347,0.5939698492726482,0.7128933270544935,1.0
201,0.0,0.08076151050507567,0.2757370444841666,0.7464496229474243,0.9641425618027436,1.0
202,0.0,0.8665823317714858,0.89488095220827,0.963199865463203,0.9947956750640906,1.0
203,0.0,0.582278392218026,0.8515677637655651,0.9761074454670213,0.9966210825339722,1.0
204,0.0,0.10108701606286824,0.34513266122167174,0.9343109676021472,0.9535508397418955,1.0
205,0.0,0.9633429566479726,0.994801337093951,0.9999830252945826,0.9999994632126827,1.0
206,0.0,0.11802424967908666,0.40295999394324616,0.5347357364914864,0.8528705213432333,1.0
207,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
208,0.0,0.9544190366315205,0.9855860026139273,0.999999954418794,0.9999999999998559,1.0
209,0.0,0.45257452073879495,0.6618790559868503,0.7586772327907289,0.9923687040436412,1.0
210,0.0,0.4104707431347128,0.7425485500244093,0.8961263319193752,0.9671522619948896,1.0
211,0.0,0.15888925731161324,0.5424818572286985,0.719883958255453,0.8019280473632969,1.0
212,0.0,0.966901896867519,0.998476496043949,0.9995075782213466,0.9999844282560999,1.0
213,0.0,0.9528877425467133,0.9840047034592101,0.99839552915459,0.9988654677849944,1.0
214,0.0,0.8357976834960281,0.973466658608202,0.9961428960310671,0.999878027662861,1.0
215,0.0,0.4906379893674859,0.7175459385201769,0.9011183255434705,0.9860160194913414,1.0
216,0.0,0.4112649187949079,0.6014647836739089,0.68942752240201,0.9017883592228731,1.0
217,0.0,0.7737449608866478,0.9011928802418587,0.9601343944159848,0.9873933886052584,1.0
218,0.0,0.8302927630712208,0.9670549915293633,0.9895818735699248,1.0,1.0
219,0.0,0.2927974371197156,0.9996729808422168,0.9998965852261749,0.9999999967297376,1.0
220,0.0,1.0,1.0,1.0,1.0,1.0
221,0.0,0.49650502168106847,0.7261263283371272,0.8323205100030369,0.8814326955572456,1.0
222,0.0,0.09798427257670074,0.3345392323306339,0.905633424415201,0.9997015866861616,1.0
223,0.0,0.8546305601167355,0.9954016051125467,0.9999985444047227,0.9999999985444048,1.0
224,0.0,0.9470659581844408,0.9779928062133805,0.9922957093967447,0.9989104487740412,1.0
225,0.0,0.35510380683310705,0.6423888213283293,0.8748072802842172,0.9822950757867566,1.0
226,0.0,0.5351051324196008,0.6232453326284957,0.6640079977720792,0.7624177768001916,1.0
227,0.0,0.245048047300223,0.8366463665254652,0.9340918798285789,0.9791580223958222,1.0
228,0.0,0.9968277178140246,0.9999899637367419,0.9999999953591548,0.9999999985324358,1.0
229,0.0,0.9996714686054639,0.999987692479501,0.999998018906727,0.9999997198311026,1.0
230,0.0,0.17088902754369953,0.5834516355004485,0.7742516495581354,0.928612103457783,1.0
231,0.0,0.9631910024836304,0.9946444208007229,0.9998252916609722,0.9999944752372245,1.0
232,0.0,0.07584521117157941,0.25895174862305786,0.7010100346975944,0.9054510712109684,1.0
233,0.0,0.23031108355452526,0.33682426999543347,0.5939698492726482,0.7128933270544935,1.0
234,0.0,0.999621715191072,0.9999379233267213,0.999990007761527,0.9999985868840834,1.0
235,0.0,0.017456798842392644,0.059601239363315926,0.16134691924755515,0.40698271953695697,1.0
236,0.0,1.0,1.0,1.0,1.0,1.0
237,0.0,0.5939754625831742,0.8686744402051882,0.9957159310748774,0.9998645258454346,1.0
238,0.0,0.4678798336288698,0.8464025703599486,0.9087511964107536,0.9591922944617836,1.0
239,0.0,0.9996837622365027,0.9999999899993571,0.9999999999996733,0.9999999999999896,1.0
240,0.0,0.9999469898034178,0.9999786119036685,0.9999932363438285,0.9999999997861142,1.0
241,0.0,0.9682796376152235,0.9998992275110001,0.9999995346327216,0.9999998528379451,1.0
242,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
243,0.0,0.7829179859307015,0.9118768462485757,0.9715171332910048,0.999099292669086,1.0
244,0.0,0.9480645438424697,0.9924481755353223,0.9997588551502176,0.9999975885515021,1.0
245,0.0,0.9081992395455315,0.9378568780855846,0.9515728032354305,0.9846859757526824,1.0
246,0.0,0.07584521117157941,0.25895174862305786,0.7010100346975944,0.9054510712109684,1.0
247,0.0,0.11802424967908666,0.40295999394324616,0.5347357364914864,0.8528705213432333,1.0
248,0.0,0.017456798842392644,0.059601239363315926,0.16134691924755515,0.40698271953695697,1.0
249,0.0,0.8845769390450641,0.913463181156644,0.9832007386284135,0.9946876071057301,1.0
250,0.0,0.03353315770589155,0.11448936182865081,0.30993492778006093,0.7817822638056406,1.0
251,0.0,0.9988962697273448,0.9992122483844281,0.999975088343779,0.9999999992122242,1.0
252,0.0,0.6349074852758694,0.9285365121911401,0.9769018139822673,0.9992695712236572,1.0
253,0.0,0.9683772233983161,1.0,1.0,1.0,1.0
254,0.0,0.08076151050507567,0.2757370444841666,0.7464496229474243,0.9641425618027436,1.0
255,0.0,0.9852641130091919,0.9883896755998826,0.9959354511963739,0.9994251859956985,1.0
256,0.0,0.7737449608866478,0.9011928802418587,0.9601343944159848,0.9873933886052584,1.0
257,0.0,0.6002212474693555,0.6990870921723689,0.7790712407003411,0.8437797761400806,1.0
258,0.0,0.3213149137221601,0.46991512341823544,0.8286677650379864,0.994581999009129,1.0
259,0.0,0.9967314331682289,0.999893373646261,0.9999966281786359,1.0,1.0
260,0.0,0.5936502227534918,0.8681987849891409,0.9951707124585621,0.9993170356062299,1.0
261,0.0,0.1891828381032088,0.6459106116202091,0.8571359236744597,0.9548224122995154,1.0
262,0.0,0.09771327232363831,0.33361397959122163,0.9031286664500267,0.996936659460042,1.0
